id,image_ids,species,location,date,latitude,longitude,ind_conf
83605,186109,Amanita muscaria,"USA, California",2011-11-19,39.32568,123.73704,78%
83634,186227;186228;186229;186230,Hypomyces lactifluorum,"USA, California",2011-11-21,39.30984,-123.74892,77%
83721,186430;186431;186432;186433,Boletus edulis,"USA, California",2011-11-29,37.00062,-121.99932,85%
84063,187366;187367,Ganoderma applanatum,"USA, Missouri",2011-12-03,38.68992,-90.71496,86%
84128,187533;187534,Coprinus comatus,"USA, California",2011-11-28,37.03428,-121.88088,80%
84305,188247;188246;188248;188249,Lactarius indigo,"Mexico, Jalisco",2011-08-20,20.70954,-103.39452,87%
84341,188422;188423;188424;188425,Lactarius indigo,"USA, Virginia",2011-09-17,38.53008,78.14988,92%
84587,189319;189320;189321;189322;189323;189324;189325;189326;189327;189328,Coprinus comatus,"Portugal, Lourinhã",2011-12-11,39.22002,-9.27252,87%
84701,189736;189733;189734;189735;189737;189738,Coprinus comatus,"Mexico, Veracruz",2011-10-05,19.55628,-97.2414,87%
84703,189744;189745;189746;189747;189748;189749;189750;189751,Amanita muscaria,"Mexico, Veracruz",2011-10-05,19.55754,-97.24752,73%
84746,189963;189964,Boletus edulis,"Canada, Ontario",2011-10-16,42.68124,-80.32968,85%
84767,190031;190032;190033,Boletus edulis,"USA, California",2011-12-17,37.81242,-122.18832,84%
85098,191244,Amanita muscaria,"USA, California",2011-12-15,38.40318,-122.85216,84%
85135,191409;191410;191411,Amanita muscaria,"USA, California",2011-12-15,38.39706,-122.83704,91%
85167,191541;191539;191540;191542,Hypomyces lactifluorum,"USA, California",2011-12-25,39.36456,-123.62688,87%
85201,191674;191675,Pluteus cervinus,"USA, California",2011-12-27,37.5084,-122.31108,89%
85216,191735;191736;191737;191738,Trametes versicolor,"USA, Missouri",2011-12-27,38.54628,-90.55296,90%
85346,192107,Mixed collection,"USA, Virginia",2010-08-18,38.53008,78.14988,85%
85554,192676;192677;192678,Trametes versicolor,"USA, California",2012-01-02,37.83996,-119.54052,85%
85558,192686;192687,Trametes versicolor,"USA, Virginia",2011-12-31,38.53008,77.14008,85%
85657,193049;193050,Trametes versicolor,"USA, Illinois",2012-01-03,40.6305,-89.0352,86%
85836,193779;193780,Grifola frondosa,"USA, Virginia",2011-10-02,38.53008,78.14988,77%
85879,193918;193916;193917;193919;193920,Lactarius indigo,"Mexico, Veracruz",2011-10-17,19.58508,-96.94908,94%
86023,194544;194545;194546,Trametes versicolor,"USA, California",2012-01-06,39.38274,-123.09948,77%
86112,194821;194822,Lactarius indigo,"Costa Rica, Escazu",2011-07-30,9.8694,-84.15432,81%
86280,195280;195281;195282;195283,Pluteus cervinus,"USA, California",2012-01-13,37.7361,-122.47848,82%
86425,195554;195555,Coprinus comatus,"Austria, Lower Austria",2011-08-11,47.67912,16.35768,86%
86505,195801,Amanita amerirubescens,"USA, Virginia",2011-09-03,38.53008,78.14988,85%
86590,196060,Cantharellus cinnabarinus,"USA, Virginia",2011-09-17,38.53008,78.14988,80%
86849,196525,Amanita muscaria,"USA, Ohio",2011-09-25,39.80664,-80.84592,84%
87095,197278;197279;197280,Ganoderma applanatum,"USA, Maryland",2012-01-28,39.06666,-77.08932,86%
87341,198008,Trametes versicolor,"USA, Ohio",2012-02-02,40.11534,-81.15264,86%
87363,198122;198123,Trametes versicolor,"USA, South Carolina",2012-02-03,34.84368,-82.35288,79%
87412,198342;198343;198344;198345;198346;198347;198348,Trametes versicolor,"USA, Missouri",2012-02-05,38.47392000000001,-90.72036,86%
87537,198733,Trametes versicolor,"USA, New Hampshire",2010-10-28,43.21692,-72.288,90%
87538,198734,Trametes versicolor,"USA, New Hampshire",2010-10-30,43.21692,-72.288,94%
87585,198950,Trametes versicolor,"USA, Ohio",2012-02-09,40.11534,-81.15264,86%
87897,200036,Trametes versicolor,"USA, New Hampshire",2012-02-17,43.2963,-72.26064,82%
87899,200040;200041,Trametes versicolor,"USA, Pennsylvania",2012-02-17,39.87162,-80.45208,86%
87900,200042;200047,Trametes versicolor,"USA, Pennsylvania",2012-02-17,39.87162,-80.45208,86%
87924,200115,Trametes versicolor,"USA, Pennsylvania",2011-11-06,40.383,-79.44156,85%
88001,200314,Trametes versicolor,"USA, California",2012-02-18,38.57526,-123.31296,86%
88006,200981;200324;200342,Ganoderma applanatum,"USA, Ohio",2012-02-18,39.98214,-80.99928,86%
88288,201318;201317,Cantharellus cinnabarinus,"USA, Florida",2011-08-09,29.68632,-82.31976,73%
88460,201974;201975;201976;201977,Trametes versicolor,"USA, California",2012-03-02,37.83294,-122.16564,85%
88466,202001;202002,Amanita muscaria,"Italy, Cansiglio",2011-09-16,46.08036,12.40668,91%
88533,202189;202190;202191,Trametes versicolor,"USA, Illinois",2012-03-03,37.79226,-89.48736,86%
88538,202203;202204;202205;202206;202207;202208;202209,Pluteus cervinus,"USA, Illinois",2012-03-03,37.79226,-89.48736,86%
88806,202976;202977,Trametes versicolor,"USA, Washington",2012-03-07,47.0601,-122.98212,92%
88810,202985;202986;202987,Cantharellus cinnabarinus,"USA, Florida",2011-08-23,29.68632,-82.31976,77%
88927,203326;203327,Boletus edulis,"Austria, Styria",2011-08-14,47.60568,15.59988,86%
88965,203479,Trametes versicolor,"Canada, British Columbia",2012-03-08,48.52152,-123.41556,87%
89049,203701;203702,Coprinus comatus,"Austria, Lower Austria",2011-08-11,47.67912,16.35768,86%
89076,204532;203782;203783;204533,Trametes versicolor,"USA, Ohio",2012-03-10,40.11534,-81.15264,86%
89155,204032;204033;204034,Ganoderma oregonense,"USA, Washington",2012-03-10,47.11716,-122.96808,92%
89439,204886;204887;204888;204889;204890,Ganoderma applanatum,"Austria, Lower Austria",2011-09-27,47.7657,15.53544,86%
89916,205830;205831;205832,Pluteus cervinus,"USA, Missouri",2012-03-18,37.82016,-90.24048,86%
90640,207194;207195;207196;207197;207198;207199;207200;207201;207202,Pluteus cervinus,"USA, Missouri",2012-03-21,38.664,-90.70632,86%
90773,207564;207565,Pluteus cervinus,"USA, Washington",2012-03-23,47.08224,-122.97708,86%
90783,207589;207590;207591,Trametes versicolor,"USA, Washington",2012-03-23,47.08224,-122.97708,91%
90811,207687,Coprinus comatus,"USA, California",2012-03-23,38.02446,-122.82408,79%
90880,207890;207891;207892;207893,Trametes versicolor,"USA, Washington",2012-03-24,46.91772,-122.913,86%
90927,208037;208033;208034;208035;208036;208038,Coprinus comatus,"USA, Washington",2012-03-24,47.62386,-122.34852,86%
90936,208062,Boletus edulis,"USA, California",2012-03-23,37.863,-122.22,86%
90970,208173;208174;208175;208176,Pluteus cervinus,"USA, Ohio",2012-03-26,41.04126,-83.63376,75%
91047,208422,Coprinus comatus,"USA, Illinois",2012-03-27,39.00654,-90.49212,86%
91357,209305;209306,Pluteus cervinus,"USA, Missouri",2012-03-31,38.71872,-90.74556,86%
91495,209747;209748,Coprinus comatus,"USA, Washington",2012-04-01,47.74194,-122.29812,86%
91560,210000,Amanita muscaria,"USA, Colorado",2010-08-15,39.89232,-105.76332,78%
91573,210024,Artomyces pyxidatus,"USA, Ohio",2012-04-02,39.42612,-81.279,86%
91642,210167;210166;210168;210169,Ganoderma oregonense,"USA, California",2012-04-03,40.71258,-123.28092,84%
91705,210287,Amanita muscaria,"USA, Colorado",2010-08-15,39.89232,-105.76332,94%
91890,210684,Pluteus cervinus,"USA, Colorado",2010-08-15,39.89232,-105.76332,91%
92135,210988,Coprinus comatus,"USA, Colorado",2010-08-15,39.89232,-105.76332,85%
92164,211113;211114,Pluteus cervinus,"USA, Pennsylvania",2012-04-05,39.89466,-77.21352,87%
92217,211301;211302,Trametes versicolor,"USA, Washington",2012-04-07,47.27268,-121.94208,86%
92623,212517;212518,Trametes versicolor,"USA, Washington",2012-04-12,47.72142,-122.32656,86%
92629,212532,Pluteus cervinus,"USA, Iowa",2012-04-02,41.93838,-93.38976,90%
92638,212563;212564;212565;212566;212567,Lactarius indigo,"USA, Florida",2012-04-03,30.48192,-86.4252,77%
92732,212942;212943;212944,Ganoderma applanatum,"USA, Washington",2010-06-12,47.82042,-122.35536,86%
92777,213083;213084;213085,Trametes versicolor,"USA, California",2012-04-14,38.93778,-122.90796,83%
92871,213414,Trametes versicolor,"USA, California",2012-04-16,37.8423,-122.19048,86%
92955,213649;213650;213651,Pluteus cervinus,"USA, Tennessee",2012-04-07,35.79894,-85.62852,85%
93433,215258,Amanita muscaria,"New Zealand, Taupo",2012-04-22,-38.71134,176.00112,84%
93532,215625;215626;215627,Pluteus cervinus,"USA, Missouri",2012-04-29,38.4372,-90.65808,91%
93545,215660;215661;215662,Ganoderma applanatum,"USA, Missouri",2012-04-29,39.48408,-91.79712,86%
93661,216030;216031,Ganoderma applanatum,"Canada, British Columbia",2004-03-15,48.51054,-123.38064,87%
93681,216089;216087;216088;216090,Ganoderma applanatum,"USA, California",2012-04-23,38.72142,-120.54636,83%
94055,217071;217072;217073,Pluteus cervinus,"USA, Pennsylvania",2012-05-06,41.34006,-75.89124,87%
94103,217207,Ganoderma applanatum,"USA, Washington",2012-05-06,47.66058,-122.31108,86%
94234,217523;217524;217525,Mixed collection,"Panama, Panama Province",2012-05-08,8.85456,-79.87716,85%
94285,217662;217663;217664,Trametes versicolor,"USA, Washington",2012-05-09,47.74104,-122.30244,86%
94394,218004,Artomyces pyxidatus,"USA, Ohio",2012-05-10,40.11534,-81.15264,86%
94411,218040;218041;218042,Pluteus cervinus,"USA, Washington",2012-05-10,47.75202,-122.36652,86%
94422,218111;218112;218113;218114;218115,Fuligo septica,"USA, Arizona",2012-05-10,33.60546,-112.12488,75%
94478,218317;218318,Pluteus cervinus,"Canada, British Columbia",2012-05-09,49.24674,-123.21396,82%
94483,218328;218329,Fuligo septica,"Australia, Victoria",2012-05-11,-37.44216,143.90892,84%
94485,218336;218337;218338;218339,Amanita muscaria,"Australia, Victoria",2012-05-11,-37.44216,143.90892,91%
94558,218552,Artomyces pyxidatus,"USA, Missouri",2012-05-12,39.31236,-92.4966,79%
94561,218559;218560;218561;218562,Cantharellus cinnabarinus,"USA, Missouri",2012-05-10,38.56572,-90.65916,84%
94746,219359;219360,Amanita muscaria,"USA, Washington",2011-11-05,48.04416,-121.34088,84%
94751,219392;219393;219394;219395;219396;219397;219398,Ganoderma oregonense,"USA, Washington",2011-09-16,47.42136,-121.446,72%
94760,219426;219427;219428;219429;219430;219431,Coprinus comatus,"USA, Washington",2011-10-24,47.48148,-122.19336,89%
95066,220310,Fuligo septica,"USA, Missouri",2012-05-19,37.82016,-90.24048,86%
95201,220766;220767,Ganoderma oregonense,"USA, Washington",2012-05-19,46.53576,-121.95684,86%
95229,220812;220817,Ganoderma applanatum,"USA, Washington",2012-05-19,46.43838,-121.84812,86%
95331,221184,Artomyces pyxidatus,"USA, Ohio",2012-05-22,39.42612,-81.279,92%
95448,221687;221686;221688,Ganoderma applanatum,"USA, Washington",2012-05-24,47.70972,-122.373,86%
95467,221758;221759,Amanita muscaria,"Australia, New South Wales",2007-03-30,-33.68322,150.38316,86%
95615,222264;222265;222266;222267;222268,Ganoderma applanatum,"USA, Oregon",2012-05-27,44.65296,-122.6106,84%
95732,222693,Pluteus cervinus,"USA, Georgia",2012-05-29,33.9489,-84.5892,84%
95808,222905,Hypomyces lactifluorum,"Canada, British Columbia",2007-09-09,48.52152,-123.41556,92%
95894,223175;223176,Artomyces pyxidatus,"Canada, Ontario",2012-05-31,42.78618,-80.19792,88%
95997,223516;223517,Amanita amerirubescens,"USA, Illinois",2012-06-01,37.14192,-88.63992,75%
96000,223520,Grifola frondosa,"USA, Kentucky",2011-08-15,37.09116,-88.659,76%
96002,223522,Trametes versicolor,"USA, Kentucky",2012-06-01,37.09116,-88.659,81%
96076,223774;223775;223776,Trametes versicolor,"Austria, Carinthia",2012-05-28,46.95606,14.39856,86%
96106,223859;223860,Trametes versicolor,"USA, Washington",2012-06-02,47.73834,-122.30496,86%
96115,223881;223882,Artomyces pyxidatus,"Austria, Burgenland",2012-05-30,47.41578,16.53876,86%
96120,223895,Fuligo septica,"Austria, Burgenland",2012-05-30,47.04444,16.24968,86%
96320,224587;224588;224589,Fuligo septica,"Panama, Panama Province",2012-06-04,8.85456,-79.87716,86%
96366,224694;224695;224696;224697;224698,Mixed collection,"USA, Tennessee",2012-06-03,35.79894,-85.62852,79%
96486,225098;225101;225111,Cantharellus cinnabarinus,"USA, Tennessee",2012-06-05,35.64234,-83.75004,96%
96586,225411,Coprinus comatus,"USA, Wyoming",2012-06-07,42.8769,-105.48792,81%
96642,225626,Cantharellus cinnabarinus,"USA, Missouri",2012-06-07,38.52126,-90.53352,86%
96762,226067;226068,Trametes versicolor,"Germany, Bad Godesberg",2012-06-09,50.68134,7.15716,84%
96783,226106;226107,Artomyces pyxidatus,"USA, New York",2012-05-27,40.89708,-73.88388,86%
96822,226194;226193,Fuligo septica,"USA, Virginia",2012-04-21,38.53008,78.14988,85%
97042,226943;226944,Trametes versicolor,"USA, Illinois",2012-06-11,37.59192,-89.18928,92%
97048,226958,Fuligo septica,"USA, Illinois",2012-06-11,37.59192,-89.18928,86%
97051,226965;226966;226967,Ganoderma applanatum,"USA, Illinois",2012-06-11,37.6803,-89.39484,86%
97081,227049;227050;227051;227052;227053,Boletus edulis,"Canada, Ontario",2012-06-11,42.78618,-80.19792,91%
97089,227071,Artomyces pyxidatus,"USA, Ohio",2012-06-06,40.74462,-81.09,87%
97136,227197,Coprinus comatus,"USA, Washington",2012-06-12,47.16252,-120.67344,91%
97238,227507;227508;227509;227510,Pluteus cervinus,"Austria, Burgenland",2012-06-12,47.69496,16.37136,86%
97277,227676;227673;227674;227675,Cantharellus cinnabarinus,"USA, Florida",2012-06-13,29.68632,-82.31976,91%
97283,227697;227698;227699;227700,Amanita amerirubescens,"USA, Florida",2012-06-13,29.68632,-82.31976,76%
97355,227947;227948,Ganoderma applanatum,"USA, Pennsylvania",2012-06-14,41.35842,-79.21152,74%
97378,227999;228000;228001;228002;228003,Artomyces pyxidatus,"Austria, Burgenland",2012-06-14,47.76696,16.36056,86%
97525,228426;228420;228427,Cantharellus cinnabarinus,"USA, Florida",2012-06-16,29.68632,-82.31976,92%
97559,228510;228511;228512;228685,Lactarius indigo,"USA, Tennessee",2012-06-16,35.80002,-85.63464,96%
97698,228934;228935;228936;228937,Pluteus cervinus,"Panama, Panama Province",2012-06-18,8.87904,-79.78356,85%
97876,229601;229602;229603,Ganoderma applanatum,"USA, Washington",2012-06-20,47.0601,-122.98212,86%
97877,229604;229605;229606;229607;229608;229609,Ganoderma oregonense,"USA, Washington",2012-06-20,47.0601,-122.98212,86%
98012,230124;230125,Fuligo septica,"USA, Tennessee",2012-06-22,35.66952,-84.23856,91%
98087,230765;230362;230363;230364,Cantharellus cinnabarinus,"USA, Maryland",2012-06-23,39.06666,-77.08932,86%
98122,230429;230430,Fuligo septica,"USA, Pennsylvania",2012-06-23,40.95774,-80.0568,87%
98267,230921;230918;230919;230920;230922;230923;230924;230925,Amanita muscaria,"Mexico, Mexico",2012-06-24,19.1133,-99.77004,90%
98428,231451;231452;231453;231454;231455,Cantharellus cinnabarinus,"USA, Georgia",2012-06-27,30.83436,-83.97648,90%
98459,231542;231543;231544,Pluteus cervinus,"Austria, Styria",2012-06-24,47.12814,14.38884,86%
98716,232380;232381;232382,Fuligo septica,"USA, Tennessee",2012-06-30,35.48376,-84.11904,92%
98726,232403;232404,Amanita amerirubescens,"USA, Texas",2012-06-21,30.34278,-94.40172,81%
98872,232821,Cantharellus cinnabarinus,"USA, Florida",2012-07-01,29.68632,-82.31976,91%
99090,233605;233606,Lactarius indigo,"USA, Texas",2012-06-22,30.61134,-94.63788,92%
99208,234093;234094,Trametes versicolor,"Romania, Rasinari",2012-06-30,45.71136,24.01344,84%
99335,234673,Coprinus comatus,"Mexico, Veracruz",2012-07-06,19.46394,-96.96276,84%
99365,234796;234794;234795;234797,Amanita muscaria,"Mexico, Puebla",2012-07-02,19.08108,-98.55936,87%
99682,235572;234298;234299;234300;235571;235573;235574;235575;235576;235577;235578;235579;235580;235581;235870;235871;235872;235873;235874,Boletus edulis,"Mexico, Puebla",2012-07-02,19.01826,-98.56152,92%
99851,235982,Lactarius indigo,"Mexico, Veracruz",2012-07-08,19.45152,-97.07184,92%
100223,237155,Fuligo septica,"Germany, Bad Godesberg",2012-07-14,50.68134,7.15716,84%
100348,237475;237476;237477;237478,Artomyces pyxidatus,"USA, Illinois",2012-07-14,42.14628,-87.90336,73%
100714,238137;238138,Pluteus cervinus,"USA, Missouri",2012-07-15,38.2068,-91.09692,86%
101877,239445,Boletus edulis,"Mexico, Veracruz",2012-07-17,19.36422,-97.06644,87%
101878,239446;239537,Lactarius indigo,"Mexico, Veracruz",2012-07-17,19.36422,-97.06644,87%
102168,239850;239851;239852,Trametes versicolor,"Austria, Burgenland",2012-07-18,47.72088,16.37424,86%
102305,240341,Cantharellus cinnabarinus,"USA, Florida",2012-07-20,29.68632,-82.31976,86%
102423,240775,Boletus edulis,"Mexico, Veracruz",2012-07-21,19.52064,-97.06464,84%
102528,241162,Amanita amerirubescens,"USA, Maine",2012-07-23,44.56494,-70.66008,91%
102745,241930;241929;241931;241932;241933;241934;241935,Hypomyces lactifluorum,"Mexico, Oaxaca",2012-07-24,16.16094,-96.49476,92%
102933,242530,Amanita amerirubescens,"USA, Pennsylvania",2012-07-25,41.21622,-75.60432,87%
103190,243297,Fuligo septica,"USA, Florida",2012-07-28,29.68632,-82.31976,86%
103216,243394,Boletus edulis,"Germany, Bad Godesberg",2012-07-28,50.68134,7.15716,84%
103252,243506,Amanita amerirubescens,"USA, Tennessee",2012-07-28,36.13518,-85.0734,90%
103302,243625,Artomyces pyxidatus,"Canada, Ontario",2012-07-29,42.67422,-80.52444,88%
103344,243744;243745,Cantharellus cinnabarinus,"USA, West Virginia",2012-07-27,38.93238,-79.59204,87%
103437,244025,Amanita amerirubescens,"USA, Pennsylvania",2012-07-29,41.02218,-75.6774,87%
103463,244084;244085,Trametes versicolor,"USA, Pennsylvania",2012-07-29,41.02218,-75.6774,87%
103710,244826;244827;244828,Boletus edulis,"Austria, Burgenland",2012-07-27,47.42604,16.2738,86%
103712,244831;244832;244833,Boletus edulis,"Austria, Burgenland",2012-07-27,47.55564,16.35912,86%
103724,244863;244864,Cantharellus cinnabarinus,"USA, Pennsylvania",2012-08-02,41.23332,-75.81312,87%
103797,245092,Boletus edulis,"USA, California",2012-08-03,38.08476,-122.86764,83%
103898,245370;245369;245371;245372;245373;245374;245375;245376,Fuligo septica,"USA, Pennsylvania",2012-08-04,41.31666,-74.96676,74%
103915,245421,Amanita muscaria,"Romania, Suceava",2012-08-05,47.67336,26.27496,81%
103925,245444,Amanita amerirubescens,"USA, Ohio",2012-07-31,39.53934,-81.83268,81%
103965,245594;245595;245596;245597,Amanita amerirubescens,"USA, Virginia",2012-08-05,38.53008,78.14988,75%
104059,245913,Ganoderma applanatum,"USA, Pennsylvania",2012-08-06,40.99788,-75.17448,86%
104079,245964;245965;245966;245967,Artomyces pyxidatus,"USA, Pennsylvania",2012-08-06,40.83426,-75.3606,86%
104103,246068;246069;246079;246080;246081;246091;246102,Amanita amerirubescens,"USA, Pennsylvania",2012-08-06,40.83426,-75.3606,91%
104150,246192,Pluteus cervinus,"USA, Maine",2012-08-02,44.56494,-70.66008,91%
104171,246253;246254,Amanita amerirubescens,"USA, Pennsylvania",2012-08-06,40.4073,-75.98484,83%
104220,246364,Ganoderma applanatum,"Bulgaria, State hunting enterprise Vitinya",2008-08-12,42.85188,23.76324,81%
104270,246535;246536,Boletus edulis,"USA, Utah",2012-08-05,40.67532,-110.96784,76%
104285,246554,Fuligo septica,"Bulgaria, Rodopi mountain",2009-07-09,41.56344,24.6942,81%
104286,246555,Fuligo septica,"Bulgaria, Stara planina mountain",2010-07-03,43.188480000000006,23.156640000000007,81%
104573,247406;247407,Amanita amerirubescens,"USA, Pennsylvania",2012-08-05,41.02218,-75.6774,91%
104686,247791;247792;247793;247794;247795,Amanita amerirubescens,"USA, Connecticut",2012-08-10,41.47506,-72.3438,73%
104789,248142,Artomyces pyxidatus,"USA, Ohio",2012-08-11,40.67802,-80.52876,87%
104793,248149,Amanita amerirubescens,"USA, Ohio",2012-08-11,40.67802,-80.52876,87%
104855,248320;248321,Artomyces pyxidatus,"USA, Pennsylvania",2012-08-11,40.4073,-75.98484,75%
105010,248784,Fuligo septica,"USA, Washington",2012-08-11,47.02896,-122.88564,86%
105050,248878;248879,Lactarius indigo,"USA, Ohio",2012-08-13,39.53934,-81.83268,81%
105524,250270,Hypomyces lactifluorum,"USA, Maine",2012-08-09,44.56494,-70.66008,84%
105542,250303;250304;250305;250306;250307,Ganoderma oregonense,"USA, Washington",2012-08-08,47.48526,-122.02668,89%
105829,251063;251064,Amanita muscaria,"Russia, Moscow Oblast",2012-08-18,55.77714,37.99836,85%
105913,251331,Amanita amerirubescens,"USA, Ohio",2012-08-18,40.67802,-80.52876,92%
106303,252410,Amanita amerirubescens,"USA, Ohio",2012-08-20,40.67802,-80.52876,86%
106484,252937,Amanita amerirubescens,"USA, Virginia",2012-08-21,37.23048,-80.4294,94%
106510,253027;253028;253029,Cantharellus cinnabarinus,"USA, Pennsylvania",2012-08-20,41.33268,-76.27464,87%
106587,253263;253264;253265,Lactarius indigo,"USA, Virginia",2012-08-17,38.53008,78.14988,91%
106661,253683,Lactarius indigo,"USA, North Carolina",2012-08-24,36.05238,-79.10784,89%
106663,253687;253688;253689,Amanita muscaria,"USA, Ohio",2012-08-24,39.549960000000006,-81.63612,74%
106673,253721;253722;253723;253724,Cantharellus cinnabarinus,"USA, Georgia",2012-08-24,33.94458,-84.2022,73%
106800,254017,Cantharellus cinnabarinus,"USA, Pennsylvania",2012-08-23,41.23098,-75.23172,87%
106846,254170;254171;254172;254173,Boletus edulis,"Austria, Burgenland",2012-07-23,47.54358,16.50852,86%
106861,254226;254227,Boletus edulis,"USA, Massachusetts",2012-08-25,42.37848,-72.42264,82%
106863,254230;254231,Hypomyces lactifluorum,"USA, Massachusetts",2012-08-25,42.37848,-72.42264,80%
107088,255776;254909;255768;255769;255770;255771;256198;256199;256200;256201;308565,Mixed collection,"Mexico, Michoacan",2012-08-26,19.755,-100.37088,85%
107096,254933;254934;254935,Cantharellus cinnabarinus,"USA, Georgia",2012-08-26,33.94458,-84.2022,85%
107099,254941;254942;254943,Pluteus cervinus,"USA, Georgia",2012-08-26,33.94458,-84.2022,85%
107168,255177,Fuligo septica,"USA, Georgia",2012-05-01,33.94458,-84.2022,85%
107224,255312;255313;255314;255315,Amanita amerirubescens,"USA, Georgia",2012-05-22,33.94458,-84.2022,84%
107232,255341;255342;255343,Lactarius indigo,"USA, Georgia",2012-05-22,33.94458,-84.2022,85%
107368,255721,Amanita amerirubescens,"USA, Pennsylvania",2012-08-27,41.0562,-75.77784,85%
107414,255851;255852;255853;255854;255855,Mixed collection,"USA, Oregon",2012-08-28,44.53308,-122.90508,76%
107422,255869;255870;255871,Ganoderma oregonense,"USA, California",2012-08-28,41.41278,-124.03836,84%
107532,256210;256209,Lactarius indigo,"USA, Virginia",2012-08-26,38.53008,78.14988,85%
107641,256591,Amanita amerirubescens,"USA, Indiana",2012-08-28,39.93786,-87.0894,91%
107646,256599,Amanita amerirubescens,"USA, Indiana",2012-08-29,39.93786,-87.0894,82%
107692,256713,Artomyces pyxidatus,"USA, Indiana",2012-08-28,39.93786,-87.0894,85%
107898,257234;257235;257236;257237;257238,Mixed collection,"USA, Georgia",2012-08-31,33.94458,-84.2022,84%
107986,257537;257538;257539;257540,Trametes versicolor,"USA, Georgia",2012-09-01,33.94458,-84.2022,91%
108003,257595;257596;257597,Grifola frondosa,"USA, Missouri",2012-09-01,38.46006,-90.29412,86%
108107,257869;257870,Cantharellus cinnabarinus,"USA, Georgia",2012-09-02,33.94458,-84.2022,85%
108111,257891;257892;257893;257894,Fuligo septica,"USA, Georgia",2012-09-02,33.94458,-84.2022,75%
108305,258245;258246;258247,Trametes versicolor,"USA, Missouri",2012-09-03,38.42694,-90.8136,86%
108579,258758,Amanita muscaria,"USA, Arizona",2012-08-25,35.33436,-111.68604,84%
108905,259752;259753,Grifola frondosa,"Canada, Ontario",2012-09-06,42.78618,-80.19792,86%
108948,259887,Trametes versicolor,"USA, Ohio",2012-09-06,40.64382,-80.5608,87%
108989,260009,Boletus edulis,"Mexico, Tlaxcala",2012-09-07,19.23246,-98.03412,84%
109138,260459;260460;260461,Fuligo septica,"USA, Illinois",2012-09-09,39.00654,-90.49212,86%
109343,261103,Trametes versicolor,"USA, Georgia",2012-09-10,34.23348,-84.45852,84%
109375,261184,Trametes versicolor,"USA, Maine",2012-09-02,44.86662,-68.74884,78%
109463,261414,Grifola frondosa,"USA, Ohio",2012-09-09,41.04414,-80.66736,87%
109513,261573,Grifola frondosa,"USA, Ohio",2012-09-07,41.30226,-81.59148,87%
109635,261889,Boletus edulis,"Mexico, Veracruz",2012-09-13,18.78516,-89.0766,84%
109641,261907;261908,Boletus edulis,"USA, Maine",2012-08-28,44.27352,-68.32584,86%
109687,262051,Cantharellus cinnabarinus,"USA, Pennsylvania",2012-09-15,40.383,-79.44156,85%
109696,262077,Grifola frondosa,"Canada, Ontario",2012-09-15,42.78618,-80.19792,88%
109934,262694;262695,Trametes versicolor,"USA, Indiana",2012-09-14,41.6493,-87.08616,85%
109961,262761;262763,Amanita amerirubescens,"USA, Pennsylvania",2012-09-15,40.99014,-77.49432,92%
110070,262950;262949,Amanita muscaria,"Russia, Moscow Oblast",2012-09-16,55.32516,37.8666,85%
110109,263012,Cantharellus cinnabarinus,"USA, Missouri",2000-05-28,38.56572,-90.65916,82%
110114,263017,Artomyces pyxidatus,"USA, Missouri",2001-07-28,38.61396,-90.49032,82%
110117,263020,Coprinus comatus,"USA, Missouri",2001-10-12,38.45196,-90.35316,82%
110128,263031,Fuligo septica,"USA, Missouri",2004-06-11,38.56572,-90.65916,82%
110134,263039,Grifola frondosa,"USA, Missouri",2005-10-13,38.56968,-90.39636,82%
110139,263050;263051;263052;263053,Grifola frondosa,"Belgium, Anthisnes",2012-09-17,50.48766,5.51844,90%
110170,263259;263499,Hypomyces lactifluorum,"USA, Illinois",2005-08-31,38.65248,-90.06768,90%
110215,263263,Lactarius indigo,"USA, Missouri",2001-06-24,38.52126,-90.53352,82%
110248,263310;263307;263308;263309;263311,Ganoderma applanatum,"USA, Missouri",2012-02-18,38.51892,-90.5814,34%
110273,263403,Boletus edulis,"Mexico, Veracruz",2012-09-13,18.78516,-89.0766,85%
110782,264715;264716,Ganoderma applanatum,"USA, Indiana",2012-09-22,39.12822,-87.5592,86%
110825,264832,Lactarius indigo,"USA, Florida",2012-09-22,29.68632,-82.31976,86%
110834,264847;264848;264849;264850,Amanita muscaria,"USA, Indiana",2012-09-22,39.28482,-87.46884,78%
110847,264876,Amanita muscaria,"USA, New York",2012-09-22,43.9659,-74.24244,84%
110864,264915;264916;264917;264918,Boletus edulis,"USA, Pennsylvania",2012-09-21,41.33304,-75.97116,87%
110870,264935;264936,Grifola frondosa,"USA, Pennsylvania",2012-09-21,41.33304,-75.97116,87%
111016,265253,Lactarius indigo,"USA, Indiana",2012-09-23,39.1104,-86.58792,94%
111063,265368,Hypomyces lactifluorum,"USA, Washington",2012-08-21,48.52296,-117.33084,83%
111118,265554;265555,Coprinus comatus,"Canada, Ontario",2012-09-24,42.78618,-80.19792,74%
111156,265649;265650;265651;265652,Hypomyces lactifluorum,"USA, Washington",2012-09-22,47.0601,-122.98212,86%
111169,265687;265846,Amanita muscaria,"USA, Massachusetts",2012-09-25,41.82732,-69.9732,91%
111201,265812;265813,Cantharellus cinnabarinus,"USA, Tennessee",2012-09-22,35.79894,-85.62852,85%
