id,image_ids,species,location,date,latitude,longitude,ind_conf
338985,943337,Coprinus comatus,"USA, Washington",2018-10-13,47.74122,-122.3046,86%
339004,943383;943382;943384;943385;943386;943387;943388,Trametes versicolor,"USA, Georgia",2018-10-13,33.24762,-83.93184,86%
339019,943420,Grifola frondosa,"USA, Missouri",2018-10-14,38.83284,-90.12528,86%
339092,943664;943661;943666,Grifola frondosa,"USA, Ohio",2018-10-14,40.05108,-82.11564,75%
339193,944014;944015,Trametes versicolor,"USA, Washington",2018-10-10,46.81926,-122.43636,84%
339204,944034;944035;944036,Ganoderma oregonense,"USA, Washington",2018-10-07,47.4453,-123.89364,84%
339212,944050;944051;944052,Ganoderma oregonense,"USA, Washington",2018-10-07,47.4453,-123.89364,84%
339301,944389;944390,Artomyces pyxidatus,"Canada, British Columbia",2018-10-13,49.38336,-122.994,81%
339306,944404;944403,Trametes versicolor,"Canada, British Columbia",2018-10-13,49.38336,-122.994,81%
339311,944416;944417,Ganoderma oregonense,"Canada, British Columbia",2018-10-13,49.38336,-122.994,85%
339315,944424;944425,Ganoderma oregonense,"Canada, British Columbia",2018-10-13,49.38336,-122.994,80%
339320,944436,Coprinus comatus,"Canada, British Columbia",2018-10-13,49.3371,-123.25608,81%
339440,944843;944844;944845;944846;944847;944848;944849,Hypomyces lactifluorum,"USA, Georgia",2018-10-15,33.86034,-83.63592,85%
339443,944864;944865;944866;944867;944868,Trametes versicolor,"USA, Indiana",2018-10-16,39.60414,-86.10228,76%
339473,944971;944968;944969;944970,Boletus edulis,"USA, Washington",2018-10-02,47.0394,-122.89392,86%
339474,944972;944973;944974,Pluteus cervinus,"USA, Ohio",2018-10-16,41.04126,-83.63376,76%
339475,944975,Grifola frondosa,"USA, New York",2018-10-16,41.44122,-73.94616,78%
339497,945036;945037;945038;945039,Grifola frondosa,"USA, Virginia",2018-10-14,38.01024,-78.45228,86%
339498,945043;945044;945045,Grifola frondosa,"USA, Virginia",2018-10-14,38.01024,-78.45228,86%
339563,945268;945265;945266;945267;945269;945270;945271,Lactarius indigo,"USA, Wisconsin",2018-10-13,43.14294,-89.67564,85%
339655,945554;945553;945555,Amanita amerirubescens,"USA, Georgia",2018-10-17,33.52158,-84.2238,86%
339700,945730;945731;945732,Hypomyces lactifluorum,"USA, Washington",2018-10-12,47.0394,-122.89392,86%
339759,945897;945882;945885;945886;945887;945888;945889;945890;945892;945893;945894;945895;945898;945899;945901;945902,Amanita muscaria,"USA, Ohio",2018-10-18,41.13504,-83.6316,84%
339762,945918;945916;945917;945920,Cantharellus cinnabarinus,"USA, Connecticut",2018-08-02,41.58792,-73.42488,75%
339917,946441;946438;946439;946440,Trametes versicolor,"USA, California",2018-10-16,38.07162,-122.54292,85%
339923,946492;946493;946494,Trametes versicolor,"USA, California",2018-10-16,38.06982,-122.54328,85%
339943,946580,Cantharellus cinnabarinus,"USA, Wisconsin",2018-10-18,43.00326,-90.01044,85%
340079,947032,Trametes versicolor,"South Africa, Kwa-Zulu Natal",2018-07-08,-31.12812,29.66436,82%
340153,947222,Amanita muscaria,"USA, Washington",2018-10-13,47.74104,-122.30892,86%
340372,947871;947872,Boletus edulis,"USA, California",2018-10-20,38.57508,-123.32124,92%
340384,947934;947935;947936;947937;947938,Boletus edulis,"USA, California",2018-10-21,38.57526,-123.31296,80%
340422,948057,Boletus edulis,"USA, Washington",2018-10-21,47.71062,-121.35492,83%
340469,948201;948202,Trametes versicolor,"USA, Georgia",2018-10-20,34.93782,-83.84652,85%
340509,948283;948285;948287;948289;948299;948300;948301,Boletus edulis,"USA, Washington",2018-10-21,46.9656,-122.95332,86%
340522,948321;948323,Trametes versicolor,"USA, Ohio",2018-10-22,41.04126,-83.63376,84%
340550,948403;948404,Pluteus cervinus,"USA, Arkansas",2018-10-21,35.69886,-90.43668,85%
340619,948742;948739;948740;948741,Hypomyces lactifluorum,"USA, Georgia",2018-10-22,34.4367,-85.15152,85%
340713,949020;949018;949019,Coprinus comatus,"USA, New Mexico",2018-10-20,35.84484,-106.63344,82%
340787,949287;949286,Grifola frondosa,"USA, Pennsylvania",2018-10-16,41.03154,-80.02188,87%
340789,949290;949291,Coprinus comatus,"USA, Pennsylvania",2018-10-16,41.03154,-80.02188,87%
340848,949522;949521;949523,Coprinus comatus,"USA, Washington",2018-10-24,47.0394,-122.89392,86%
340878,949610;949611;949612,Cantharellus cinnabarinus,"USA, Georgia",2018-09-13,30.85668,-83.52648,73%
340902,949685;949686;949687;949688;949689,Amanita muscaria,"Canada, Ontario",2018-10-25,42.78618,-80.19792,88%
340903,949690;949691,Boletus edulis,"Canada, Ontario",2018-10-25,42.78618,-80.19792,84%
341157,950514;950515;950516;950517;950518,Boletus edulis,"USA, Washington",2018-10-25,46.9656,-122.95332,86%
341158,950523;950519;950520;950521;950522;950524,Amanita muscaria,"Portugal, Leiria",2017-12-05,39.60306,-9.05004,77%
341176,950594,Amanita amerirubescens,"USA, Georgia",2018-10-26,33.52158,-84.2238,86%
341188,950624,Amanita amerirubescens,"USA, Georgia",2018-10-27,33.52158,-84.2238,86%
341361,951143;951144;951145,Amanita amerirubescens,"USA, Pennsylvania",2017-08-11,40.52214,-76.12992,83%
341670,952141;952145;952146,Trametes versicolor,"USA, Missouri",2018-10-28,38.58534,-90.46404,86%
341759,952351;952349;952350,Ganoderma oregonense,"USA, Washington",2018-10-27,48.03228,-124.6806,84%
341764,952366;952363;952364;952365,Ganoderma applanatum,"USA, Washington",2018-10-27,48.03228,-124.6806,84%
341779,952422;952423;952424,Coprinus comatus,"USA, Arizona",2018-10-29,31.5621,-111.04704,83%
341781,952432;952428;952429;952430;952431;952433;952434,Cantharellus cinnabarinus,"USA, Georgia",2018-10-22,34.38918,-85.1832,85%
341812,952527;952528,Grifola frondosa,"USA, Pennsylvania",2018-10-30,40.4073,-75.98484,85%
341882,952747,Trametes versicolor,"USA, New Hampshire",2018-10-12,43.75602000000001,-71.69184,80%
341883,952748,Hypomyces lactifluorum,"USA, New Hampshire",2018-09-19,44.2674,-71.74152,80%
341911,952848;952849,Trametes versicolor,"USA, Georgia",2018-10-31,34.05654,-84.09996,82%
341960,952981;952980;952982;952983;952984;952985,Amanita muscaria,"USA, Washington",2018-10-27,47.0394,-122.89392,86%
341961,952988;952987;952989;952990,Amanita muscaria,"USA, Washington",2018-10-28,47.0394,-122.89392,86%
341962,952991;952992;952993;952994,Boletus edulis,"USA, Washington",2018-10-29,47.0394,-122.89392,86%
342014,953163,Amanita muscaria,"USA, Washington",2018-10-30,47.75832,-122.3154,86%
342127,953554;953555;953556;953557;953558,Amanita muscaria,"Canada, Ontario",2018-11-02,42.78618,-80.19792,93%
342148,953625,Boletus edulis,"USA, Pennsylvania",2018-09-20,40.99464,-77.60484,87%
342240,953865;953866;953867,Trametes versicolor,"USA, Washington",2018-11-02,47.50776,-123.2244,84%
342242,953872;953871;953873,Ganoderma oregonense,"USA, Washington",2018-11-01,47.05164,-124.11576,84%
342295,954062;954056;954057;954058;954059;954060;954061;954063,Amanita amerirubescens,"USA, Connecticut",2018-08-05,41.85504,-73.4328,86%
342329,954177;954178;954179,Coprinus comatus,"USA, New Mexico",2018-11-03,33.39648,-104.53644,82%
342356,954362;954361;954363;954364,Boletus edulis,"USA, California",2018-11-03,38.56626,-123.33312,83%
342378,954417;954415;954416,Trametes versicolor,"USA, Georgia",2018-11-03,34.05654,-84.09996,82%
342484,954752;954751,Amanita amerirubescens,"USA, Georgia",2018-11-03,33.52158,-84.2238,86%
342492,954773;954774,Amanita amerirubescens,"USA, Georgia",2018-11-03,33.52158,-84.2238,86%
342514,954841,Amanita muscaria,"USA, Washington",2018-11-02,47.67012,-122.34384,83%
342701,955375;955373;955374;955376;955377,Trametes versicolor,"USA, Georgia",2018-11-04,33.67944,-84.12696,85%
342805,955772;955771;955773,Pluteus cervinus,"Mexico, Veracruz",2018-11-04,19.45404,-96.99084,87%
342843,955892;955890;955891;955893;955894;955895,Amanita muscaria,"USA, Washington",2018-11-03,46.91772,-122.913,86%
342884,956044;956045;956046;956047,Amanita muscaria,"USA, Ohio",2018-11-04,41.02812,-82.51524,73%
342891,956065;956069;956070,Coprinus comatus,"USA, Pennsylvania",2018-11-05,40.4073,-75.98484,80%
342953,956280;956281;956282;956283,Boletus edulis,"USA, Pennsylvania",2018-09-21,41.33268,-76.27464,87%
342956,956296;956295,Pluteus cervinus,"USA, Georgia",2018-11-04,33.45498,-84.60432,84%
343017,956452,Coprinus comatus,"USA, New Hampshire",2018-10-14,44.33148,-71.87616,73%
343215,957115;957116,Trametes versicolor,"USA, Pennsylvania",2018-11-07,40.4073,-75.98484,80%
343344,957471,Amanita muscaria,"Poland, Wielkopolskie",2018-11-08,52.25256,17.06976,83%
343458,957726;957727;957728,Lactarius indigo,"USA, Oklahoma",2018-10-22,35.285039999999995,-97.04304,72%
343590,958186;958188;958190;958192;958194;958195,Mixed collection,"Mexico, Oaxaca",2018-11-09,17.15436,-96.26832,85%
343595,958207;958209,Mixed collection,"Mexico, Oaxaca",2018-11-09,17.15436,-96.26832,85%
343599,958208;958211;958214;958219;958224;958227;958228,Mixed collection,"Mexico, Oaxaca",2018-11-09,17.15436,-96.26832,85%
343629,958314;958315;958316;958317;958318;958319;958320;958321;958322;958323;958324;958325;958326,Mixed collection,"Mexico, Mexico",2018-11-09,17.15436,-96.26832,85%
344031,959604;959607,Amanita muscaria,"Mexico, Oaxaca",2018-11-11,17.24562,-96.22368,84%
344111,959875;959873;959874;959876;959877;959878,Boletus edulis,"USA, California",2018-11-10,41.16042,-124.13412,83%
344415,960858;960857;960859;960860;960861,Pluteus cervinus,"USA, Ohio",2018-10-23,41.1327,-83.61936,76%
344454,961011;961012;961013;961014;961015;961016;961017;961018;961019;961020;961021,Mixed collection,"USA, New Hampshire",2018-11-13,43.76034,-71.69004,91%
344466,961071;961072;961073;961074,Hypomyces lactifluorum,"USA, Georgia",2018-11-10,34.56684,-84.708,85%
344571,961369;961370,Trametes versicolor,"USA, Ohio",2018-10-29,40.67802,-80.52876,87%
344580,961408;961409;961410,Trametes versicolor,"USA, Washington",2018-11-11,47.43756,-122.47236,91%
344756,961960,Amanita muscaria,"USA, Virginia",2018-11-15,37.02294,-76.29264,84%
344798,962086;962085;962089,Coprinus comatus,"Colombia, Bogotá",2018-11-15,4.64832,-74.1078,85%
344815,962139;962140;962141;962142,Amanita amerirubescens,"USA, Connecticut",2018-08-12,41.85504,-73.4328,85%
344831,962195;962196;962197,Lactarius indigo,"USA, Georgia",2018-11-08,30.91032,-83.24784,83%
344874,962305,Amanita muscaria,"Portugal, Azores",2018-11-15,37.81692,-25.54848,83%
344887,962333;962334,Amanita muscaria,"USA, Ohio",2018-09-26,40.88484,-80.8398,87%
344903,962370,Amanita muscaria,"USA, Virginia",2018-11-15,37.02294,-76.29264,84%
345173,963271;963272;963273;963274;963275;963276;963277;963278;963279;963280;963281;963282;963283,Trametes versicolor,"USA, Georgia",2017-10-25,33.97518,-83.73204,85%
345227,963461;963462;963463;963464;963465,Ganoderma oregonense,"USA, Washington",2018-11-10,47.44134,-123.38676,84%
345380,963814;963815;963816,Ganoderma applanatum,"USA, Washington",2018-11-12,47.05308,-124.11324,84%
345406,963873,Grifola frondosa,"USA, Michigan",2018-10-06,43.02918,-85.4928,83%
345502,964096;964100,Cantharellus cinnabarinus,"USA, Pennsylvania",2018-09-29,41.1084,-76.30128,87%
345583,964317;964318;964319,Grifola frondosa,"USA, Pennsylvania",2018-10-08,41.01822,-75.99492,77%
345771,964796;964797,Cantharellus cinnabarinus,"USA, Georgia",2018-11-19,33.70824,-84.87072,83%
345775,964800,Trametes versicolor,"USA, Georgia",2018-11-18,33.24762,-83.93184,86%
346038,965503,Amanita muscaria,"Colombia, Boyacá",2017-12-01,5.63652,-73.52712,86%
346207,966041;966042;966043;966044,Amanita muscaria,"USA, Washington",2018-11-09,47.02896,-122.88564,86%
346401,966585;966586;966587,Grifola frondosa,"USA, New Hampshire",2018-10-25,43.72758,-71.685,91%
346407,966599;966603,Amanita muscaria,"USA, Pennsylvania",2018-10-05,41.21928,-75.74112,87%
346788,967771;967772,Mixed collection,"USA, New Hampshire",2018-10-23,43.76592,-71.694,84%
347037,968489;968490;968491;968492,Boletus edulis,"Mexico, Mexico",2018-08-13,19.07172,-99.80496,87%
347135,968832,Hypomyces lactifluorum,"USA, Oregon",2018-11-19,44.496,-122.11632,82%
347204,969051;969052;969053,Ganoderma applanatum,"USA, Washington",2018-11-24,47.22426,-122.80248,84%
347232,969135;969132;969133;969134,Trametes versicolor,"Mexico, Michoacan",2018-08-17,19.82304,-100.67616,87%
347455,969913;969914;969915;969916,Grifola frondosa,"USA, Georgia",2018-11-24,33.9993,-84.23568,85%
347554,970174;970175,Artomyces pyxidatus,"Colombia, Valle del Cauca",2018-11-20,3.41892,-76.60152,85%
347644,970468;970469,Amanita muscaria,"USA, California",2018-11-26,38.47104,-122.77008,85%
347647,970470;970471,Amanita muscaria,"USA, California",2018-11-26,38.47104,-122.77008,85%
347701,970627;970626,Trametes versicolor,"USA, California",2018-11-26,38.46132,-122.77152,85%
347703,970632;970631,Amanita muscaria,"USA, California",2018-11-26,38.46132,-122.77152,85%
347756,972183;970801;970802;970803;970804;970805;971719;971720;971721;971722;972182;972186;972187;972188;972189;972190;972191;972195;972196;972197;972198;972199,Amanita muscaria,"Colombia, Bogota",2018-11-28,4.6917,-74.06856,85%
347792,970896;970893;970894;970898,Trametes versicolor,"USA, Pennsylvania",2018-10-18,69.82002,30.34368,87%
347948,971338;971340;971341,Ganoderma oregonense,"USA, Oregon",2018-11-24,45.10044,-123.98796,80%
347979,971458;971457,Grifola frondosa,"USA, Pennsylvania",2018-10-12,41.35842,-79.21152,87%
347994,971497,Coprinus comatus,"USA, Pennsylvania",2018-10-12,41.35842,-79.21152,87%
348003,971514,Hypomyces lactifluorum,"Canada, Ontario",2018-10-01,45.69084,-78.3216,87%
348037,971632;971631,Coprinus comatus,"USA, California",2018-11-28,38.50758,-122.88384,85%
348076,971758;971759;971760,Coprinus comatus,"Colombia, Bogotá",2018-11-29,4.64832,-74.1078,85%
348077,971761,Mixed collection,"USA, Alabama",2018-05-06,34.52724,-87.5034,85%
348109,971821;971822;971823,Amanita muscaria,"USA, New Hampshire",2018-10-10,43.76034,-71.69004,79%
348432,972702;972703,Boletus edulis,"USA, California",2018-11-28,38.50758,-122.88384,85%
348659,973204;973207;973208,Boletus edulis,"USA, Pennsylvania",2018-10-12,41.16456,-75.96,87%
348764,973494,Ganoderma applanatum,"USA, New Hampshire",2018-09-25,43.75566,-71.69112,85%
348824,973663;973664;973665;973666,Amanita muscaria,"USA, New Hampshire",2018-10-05,43.76034,-71.69004,76%
349042,974272;974273;974274,Trametes versicolor,"USA, New Hampshire",2018-11-12,43.76592,-71.694,80%
349367,975163,Amanita muscaria,"USA, New Hampshire",2018-10-10,43.84026,-71.4474,80%
349450,975278;975279;975280,Trametes versicolor,"USA, New Hampshire",2018-10-19,43.35498,-71.53416,81%
349455,975293,Trametes versicolor,"USA, New Hampshire",2018-09-13,43.76592,-71.694,80%
349636,975799,Pluteus cervinus,"USA, Oregon",2018-06-17,42.27534,-122.42916,85%
349786,976154,Trametes versicolor,"USA, Pennsylvania",2018-10-14,40.0581,-75.0366,80%
349793,976161,Grifola frondosa,"USA, Pennsylvania",2018-10-08,39.89502,-75.72528,80%
349952,976601;976602;976603,Ganoderma oregonense,"USA, Washington",2018-12-06,47.0952,-123.08328,84%
349955,976610;976611;976612,Ganoderma applanatum,"USA, Washington",2018-12-05,47.84454,-122.79996,84%
349960,976625;976626,Coprinus comatus,"USA, California",2018-12-09,37.64196,-120.98988,79%
349981,976674,Cantharellus cinnabarinus,"USA, Pennsylvania",2018-07-13,39.86694,-79.49988,84%
350020,976751;976752,Amanita muscaria,"USA, California",2018-12-09,37.81314,-122.23908,72%
350035,976784,Ganoderma applanatum,"USA, New Hampshire",2018-10-10,43.76052,-71.68212,85%
350088,976939;976940;976941,Amanita muscaria,"USA, California",2018-12-09,38.08476,-122.86764,83%
350112,977042;977041;977043,Ganoderma applanatum,"USA, California",2018-11-29,37.93932,-122.73912,85%
350148,977150,Mixed collection,Earth,2018-12-10,0.0,0.0,81%
350326,977554;977555,Mixed collection,Earth,2018-10-29,0.0,0.0,82%
350335,977573;977574,Mixed collection,Earth,2018-11-06,0.0,0.0,82%
350343,977584;977585,Mixed collection,Earth,2018-09-25,0.0,0.0,82%
350658,978372;978373,Mixed collection,"USA, Rhode Island",2018-09-29,41.73696,-71.69616,84%
350686,978424,Trametes versicolor,"USA, New Hampshire",2018-09-25,43.78518,-71.54316,80%
350687,978425;978426;978427,Lactarius indigo,"USA, New Hampshire",2018-09-25,43.78518,-71.54316,80%
350719,978477;978478;978479,Grifola frondosa,"USA, Massachusetts",2018-09-25,42.21522,-71.09172,80%
350721,978481,Hypomyces lactifluorum,"USA, Massachusetts",2018-09-25,42.21522,-71.09172,80%
350724,978484,Amanita muscaria,"USA, Massachusetts",2018-08-25,42.35346,-71.07048,80%
351038,979376;979377;979378,Cantharellus cinnabarinus,"USA, Indiana",2018-09-21,41.68656,-86.79276,79%
351053,979431;979432;979433;979434,Coprinus comatus,"USA, Indiana",2018-10-12,41.55678,-87.33852,79%
351135,979681,Amanita muscaria,"USA, California",2018-12-15,38.3985,-122.82732,86%
351226,979976;979977,Trametes versicolor,"USA, California",2018-12-09,39.14262,-123.20604,85%
351356,980330;980326;980327;980328,Trametes versicolor,"USA, Ohio",2018-12-15,41.04828,-80.68932,87%
351370,980373;980372;980375;980377;980378;980379,Amanita muscaria,"USA, California",2018-12-16,37.69326,-122.4054,73%
351481,980760;980759,Trametes versicolor,"USA, Georgia",2018-12-07,33.84846,-84.465,85%
351777,981370;981368;981369,Amanita muscaria,"Colombia, Bogotá",2018-12-19,4.70412,-74.07324,85%
351964,1010812;981910;981911;981912;981913;981914;981915;1010810;1010811;1010813,Amanita muscaria,"USA, Oregon",2017-12-20,45.5427,-122.65452,87%
351966,981919;981920;981921;981922;981923;981924;981925;981926;981927,Amanita muscaria,"Colombia, Bogotá",2018-12-13,4.70412,-74.07324,83%
352044,982164;982165,Ganoderma applanatum,"USA, Washington",2018-12-20,45.64188,-122.45616,84%
352092,982343;982338;982339;982340;982341;982342;982344;982345;982346;982347;982348;982349;982350;982351;982352,Amanita muscaria,"Mexico, Mexico",2018-08-26,19.05534,-99.79776,87%
352100,982371,Mixed collection,"USA, Pennsylvania",2018-09-13,41.35842,-79.21152,87%
352101,982372,Trametes versicolor,"USA, Pennsylvania",2018-09-13,41.35842,-79.21152,87%
352324,983059;983055;983056;983057;983058;983060;983061,Coprinus comatus,"Palestine, Batir",2018-12-23,31.728240000000007,35.13815999999999,83%
352375,983198,Amanita muscaria,"USA, California",2018-12-21,38.3985,-122.82732,85%
352380,983206;983205,Amanita muscaria,"USA, California",2018-12-21,38.3985,-122.82732,85%
352400,983253,Boletus edulis,"USA, California",2018-12-23,38.06802,-122.74092,83%
352441,983504;983505;983506;983507;983508;983509;983510,Boletus edulis,"USA, California",2018-12-24,38.06802,-122.74092,83%
352568,983857,Amanita muscaria,"USA, California",2018-12-25,37.7577,-122.43744,85%
352599,983947;983948;983949;983950,Coprinus comatus,"USA, Arizona",2018-12-18,33.60546,-112.12488,78%
352664,984166;984167,Amanita muscaria,"USA, California",2018-12-23,38.06802,-122.74092,83%
352764,984453;984452,Hypomyces lactifluorum,"USA, Pennsylvania",2018-08-12,41.4495,-75.3012,84%
352778,984471,Amanita amerirubescens,"USA, Pennsylvania",2018-08-12,41.4495,-75.3012,84%
352798,984520;984518;984519;984574;984575;984576;985572;985573;985574;985575,Coprinus comatus,"USA, California",2018-12-26,36.9954,-122.04288,87%
352972,985072;985125;985126;985127;985128,Ganoderma oregonense,"USA, Washington",2018-11-03,47.86092,-123.93504,76%
353026,985308,Amanita muscaria,"USA, California",2018-12-27,37.6164,-122.47884,90%
353063,985388,Ganoderma applanatum,"USA, Oregon",2018-12-23,45.27432,-122.77584,84%
353195,985878;985879;985880;985881,Trametes versicolor,"USA, California",2018-01-13,38.3922,-122.93712,85%
353463,986927;986928;986929,Pluteus cervinus,"USA, Georgia",2018-12-30,33.9993,-84.23568,85%
353594,987430,Trametes versicolor,"USA, Washington",2018-12-31,47.39688,-123.60312,72%
353597,987483;987482,Coprinus comatus,"South Africa, Modder East Orchards Delmas",2019-01-01,-26.11476,28.5966,85%
353665,987750;987751,Amanita muscaria,"USA, California",2019-01-01,37.38114,-122.33448,74%
353866,988367;988368;988369,Fuligo septica,"USA, California",2018-01-13,38.3922,-122.93712,85%
353910,988555,Ganoderma oregonense,"USA, Oregon",2008-08-23,42.37884,-122.23404,85%
353929,988594,Coprinus comatus,"USA, Oregon",2008-09-18,42.38766,-122.30964,85%
353941,988626;988627,Pluteus cervinus,"USA, Oregon",2008-10-05,42.1866,-122.71644,85%
354053,988940;988941;988942;988943;988944;988945,Coprinus comatus,"South Africa, Mpumalanga",2018-05-01,-26.1864,28.62108,85%
354456,990528;990529;990530;990531;990532;990533;990534;990535;990536;990537,Coprinus comatus,"Palestine, Kirmizan Valley (Cremisan Valley)",2019-01-05,31.7322,35.1756,83%
354508,990718;990719;990720;990721;990722;990723,Amanita muscaria,"USA, California",2018-01-13,38.3922,-122.93712,85%
354530,990868;990867;990869;990870,Ganoderma applanatum,"USA, Washington",2019-01-03,47.1321,-122.90112,86%
354566,991007;991003;991005;991006,Coprinus comatus,"USA, California",2019-01-07,38.3985,-122.82732,91%
354590,991065;991066,Amanita muscaria,"USA, California",2018-12-18,37.69326,-122.4054,82%
354591,991067;991068,Amanita muscaria,"USA, California",2018-12-19,37.69326,-122.4054,82%
354686,991492,Amanita amerirubescens,"USA, Connecticut",2018-09-01,41.85504,-73.4328,86%
354731,991639,Trametes versicolor,"USA, California",2019-01-08,37.66428,-120.4596,85%
354774,991792;991793;991794,Coprinus comatus,"USA, California",2018-01-13,38.39436,-122.94036,85%
354943,992429;992427;992428;992430;992431;992432,Hypomyces lactifluorum,"USA, Minnesota",2018-09-29,47.25108,-95.23404,79%
355018,992756;992755,Trametes versicolor,"USA, Georgia",2019-01-12,33.99444,-84.33036,85%
355236,993428;993429;993433,Ganoderma oregonense,"USA, Washington",2019-01-13,46.93482,-122.87412,84%
355466,994204;994205;994206;994207,Trametes versicolor,"USA, Missouri",2018-10-08,38.71854,-90.47016,86%
355483,994287;994288;994289;994290;994291;994292,Amanita muscaria,"USA, California",2019-01-16,36.99378,-121.89816,85%
355697,994942;994943;994944;994945;994946;994947;994948,Trametes versicolor,"USA, Georgia",2018-12-07,33.86718,-83.69172,85%
355839,995486;995487;995488,Ganoderma applanatum,"USA, Washington",2019-01-19,46.99602,-121.85388,84%
355847,995506;995507,Ganoderma oregonense,"USA, Washington",2019-01-19,46.99602,-121.85388,84%
356132,996466;996465;996467;996468;996469,Trametes versicolor,"USA, Georgia",2019-01-22,33.98436,-84.24972,85%
356401,997488;997487;997489,Trametes versicolor,"USA, California",2019-01-19,38.1573,-122.5944,86%
356560,998009,Trametes versicolor,"USA, California",2019-01-20,38.39436,-122.94036,85%
356588,998092;998093;998094,Hypomyces lactifluorum,"USA, Vermont",2018-09-27,43.27596,-72.99972,85%
356728,998408;998409,Ganoderma applanatum,"USA, Washington",2019-01-26,47.6883,-123.07788,84%
357017,999304,Amanita muscaria,"Poland, Wielkopolskie",2018-10-27,52.27596,17.06436,83%
357039,999352;999351;999353;999354,Amanita amerirubescens,"USA, Michigan",2018-07-14,43.12386,-86.26644,76%
357051,999389;999390;999391,Boletus edulis,"USA, Vermont",2018-09-27,43.27596,-72.99972,77%
357058,999416;999414;999415,Trametes versicolor,"USA, Vermont",2018-09-27,43.27596,-72.99972,86%
357062,999423;999422,Boletus edulis,"USA, Vermont",2018-09-27,43.27596,-72.99972,84%
357421,1000714;1000715;1000716;1000717;1000718;1000719;1000721,Trametes versicolor,"USA, Washington",2019-01-29,47.07144,-122.89608,86%
357441,1000839;1000838,Cantharellus cinnabarinus,"USA, North Carolina",2018-08-14,35.19666,-80.72064,83%
357472,1000997;1000998,Pluteus cervinus,"USA, California",2019-01-20,38.39436,-122.94036,85%
357893,1002344,Trametes versicolor,"Canada, British Columbia",2018-11-06,49.1148,-122.90508,81%
357929,1002406;1002407,Trametes versicolor,"Canada, British Columbia",2019-02-03,49.11444,-122.90724,81%
358063,1002906;1002907;1003519,Pluteus cervinus,"USA, Florida",2019-01-10,29.43414,-81.14184,79%
358197,1003461,Artomyces pyxidatus,"Poland, Lubelskie",2018-06-11,51.32826,22.00392,81%
358468,1004350,Mixed collection,"USA, Texas",2019-02-02,29.74572,-98.38224,85%
358474,1004369;1004370;1004371,Trametes versicolor,"USA, Connecticut",2018-10-03,41.54364,-73.20888,86%
359082,1006597,Coprinus comatus,"USA, California",2019-02-15,32.82786,-117.19368,78%
359158,1006820;1006821;1006822,Trametes versicolor,"USA, Missouri",2018-11-22,38.71692,-90.47052,86%
359171,1006862;1006863,Trametes versicolor,"USA, Michigan",2018-08-14,46.58796,-85.19436,85%
359174,1006874;1006875;1006876,Trametes versicolor,"USA, California",2019-02-16,33.17022,-117.1098,87%
359266,1007171;1007165;1007166;1007167;1007168;1007169;1007170,Amanita muscaria,"USA, Connecticut",2018-10-13,41.85504,-73.4328,77%
359322,1007348;1007349;1007350,Coprinus comatus,"USA, California",2019-01-08,32.93154,-117.13248,72%
359354,1007443;1007444,Hypomyces lactifluorum,"USA, Michigan",2018-08-19,43.86852,-84.93084,85%
359718,1008650;1008649,Hypomyces lactifluorum,"USA, New York",2018-10-14,41.78862,-73.69812,85%
359776,1008863,Ganoderma applanatum,"USA, Washington",2019-02-21,47.13246,-122.84856,84%
359810,1008912,Trametes versicolor,"USA, Texas",2019-02-19,32.82066,-96.73164,85%
359822,1008939;1008941;1008944;1008948;1008950;1008952;1008953,Amanita muscaria,"USA, New York",2018-10-14,41.78862,-73.69812,77%
360022,1009571;1009572,Trametes versicolor,"USA, California",2019-02-23,37.25316,-122.19336,86%
360050,1009679;1009680;1009681,Ganoderma applanatum,"USA, Washington",2019-02-23,46.76436,-123.00444,84%
360269,1010553;1010551;1010552,Ganoderma applanatum,"Colombia, Bogotá",2019-02-24,4.70412,-74.07324,85%
360287,1010638;1010639,Mixed collection,"Colombia, Bogotá",2019-02-24,4.70412,-74.07324,85%
360377,1010960,Ganoderma applanatum,"USA, Washington",2019-02-26,47.6433,-122.82264,84%
360598,1011786;1011787;1011788,Mixed collection,"USA, California",2019-03-02,38.33802,-121.095,85%
360642,1011978;1011976;1011977;1011979;1011980;1011981,Coprinus comatus,"Canada, Alberta",2018-09-07,50.01588,-110.68596,84%
360923,1012994,Trametes versicolor,"USA, Connecticut",2018-10-23,41.85504,-73.4328,86%
361048,1013461;1013462;1013463;1013464,Trametes versicolor,"USA, Washington",2019-03-06,47.65716,-122.28696,84%
361115,1013715,Fuligo septica,"USA, Texas",2019-03-10,29.90574,-95.79528,75%
361118,1013735;1013734;1013736,Mixed collection,"Colombia, Valle del Cauca",2019-03-10,3.41892,-76.60188,85%
361292,1014324;1014325;1014326;1014327;1014328;1014329;1014330;1014331,Trametes versicolor,"USA, Georgia",2019-01-07,33.975,-83.73204,85%
361340,1014621;1014620;1014622;1014623;1014624;1014625;1014626;1014627;1014628;1014629;1014630;1014631,Coprinus comatus,"Colombia, Bogotá",2019-03-15,4.69746,-74.07216,85%
361343,1014642;1014638;1014639;1014640;1014641,Amanita muscaria,"Colombia, Bogotá",2018-04-15,4.70412,-74.07324,86%
361436,1014969;1014970;1014971;1014972;1014973,Coprinus comatus,"Colombia, Bogotá",2019-03-16,4.69746,-74.07216,85%
